number_of_seasons,number_of_episodes,episode_run_time,in_production,show_attributes_id
10,316,25,False,12715
4,29,50,False,12716
9,50,0,True,12717
2,92,10,True,12718
11,38,25,False,12719
1,2,37,False,12720
1,50,5,False,12721
10,148,60,True,12722
4,121,2,False,12723
1,116,45,False,12724
1,85,0,True,12725
2,52,80,False,12726
1,103,0,False,12727
2,48,7,False,12728
1,12,35,True,12729
2,34,80,True,12730
1,163,0,False,12731
13,118,60,True,12732
2,5,477,False,12733
4,55,0,False,12734
3,15,8,False,12735
2,136,60,False,12736
3,390,0,False,12737
7,150,60,True,12738
1,737,65,True,12739
3,9,45,True,12740
1,16,26,True,12741
3,18,44,False,12742
3,82,0,True,12743
0,0,20,False,12744
1,51,45,True,12745
4,67,45,False,12746
10,100,25,False,12747
1,40,50,False,12748
4,8,0,True,12749
1,16,8,True,12750
1,1,42,False,12751
3,30,16,False,12752
6,62,60,False,12753
2,52,7,True,12754
3,16,47,True,12755
1,18,20,True,12756
2,146,0,True,12757
8,1,0,True,12758
1,10,34,True,12759
2,67,0,True,12760
1,1,97,True,12761
1,55,35,False,12762
1,24,53,False,12763
25,0,0,False,12764
3,261,22,False,12765
5,45,200,True,12766
1,26,40,True,12767
2,187,0,False,12768
6,24,0,True,12769
1,0,120,False,12770
8,75,30,True,12771
1,365,27,False,12772
1,100,0,True,12773
3,156,11,False,12774
2,34,15,True,12775
1,35,80,False,12776
1,1,85,True,12777
3,32,44,True,12778
3,10,90,True,12779
1,36,40,True,12780
3,56,0,True,12781
3,49,0,True,12782
1,86,23,False,12783
3,84,50,False,12784
3,37,90,True,12785
1,1,6,False,12786
1,20,57,False,12787
3,54,20,False,12788
2,20,40,True,12789
6,43,50,True,12790
6,23,30,False,12791
3,23,45,True,12792
4,7,0,True,12793
1,8,15,True,12794
1,28,42,True,12795
1,12,100,True,12796
1,28,15,False,12797
2,49,30,True,12798
8,214,0,True,12799
2,18,21,False,12800
4,181,25,False,12801
1,22,38,False,12802
3,44,80,True,12803
1,105,80,False,12804
1,54,20,True,12805
5,24,0,False,12806
3,52,47,False,12807
2,19,42,True,12808
1,11,45,True,12809
4,53,88,True,12810
2,182,0,True,12811
37,46,56,True,12812
8,16,0,True,12813
7,15,0,True,12814
2,91,7,False,12815
9,83,0,True,12816
5,54,0,True,12817
1,21,40,False,12818
4,13,14,True,12819
1,8,75,True,12820
1,775,90,True,12821
1,1,114,False,12822
6,1,44,True,12823
1,3,5,False,12824
4,135,0,True,12825
2,204,55,False,12826
1,107,100,False,12827
1,343,0,False,12828
1,106,39,False,12829
1,52,13,True,12830
8,102,15,True,12831
1,27,40,True,12832
7,215,50,True,12833
1,27,45,True,12834
5,33,40,True,12835
1,86,20,True,12836
3,1,32,True,12837
5,50,30,True,12838
1,2,3,True,12839
9,110,25,True,12840
2,57,100,False,12841
1,139,30,True,12842
10,73,60,False,12843
3,11,55,True,12844
2,139,22,False,12845
3,96,30,False,12846
1,1432,25,False,12847
1,89,0,False,12848
4,132,90,True,12849
1,1,88,True,12850
1,36,33,False,12851
1,125,55,False,12852
4,28,45,True,12853
1,393,46,True,12854
1,1026,25,False,12855
2,48,0,True,12856
1,12,110,False,12857
1,98,30,False,12858
3,21,52,False,12859
4,146,24,True,12860
2,23,180,True,12861
2,26,165,False,12862
2,34,43,False,12863
1,50,11,True,12864
7,85,70,True,12865
0,0,40,True,12866
6,21,15,False,12867
2,15,4,True,12868
2,26,28,True,12869
5,33,44,True,12870
2,14,5,True,12871
5,149,0,True,12872
5,39,0,True,12873
0,0,45,True,12874
3,70,30,False,12875
5,31,56,True,12876
6,112,40,True,12877
18,7,60,True,12878
7,81,45,False,12879
16,122,0,True,12880
2,12,180,True,12881
3,38,60,True,12882
1,10,6,True,12883
6,109,25,False,12884
6,23,60,False,12885
1,1,40,True,12886
4,21,75,True,12887
2,248,30,False,12888
6,40,45,True,12889
1,16,43,True,12890
19,98,85,True,12891
9,102,100,False,12892
6,107,50,False,12893
20,8,22,True,12894
4,34,100,True,12895
1,55,18,False,12896
2,97,30,False,12897
1,22,5,False,12898
3,196,60,True,12899
4,34,47,False,12900
7,18,210,True,12901
1,2,1,False,12902
2,2,40,True,12903
10,145,60,False,12904
7,84,22,True,12905
1,125,120,True,12906
1,69,45,True,12907
11,1865,0,False,12908
1,60,15,True,12909
1,1,7,False,12910
1,91,22,True,12911
1,164,0,False,12912
1,24,56,False,12913
1,11,100,False,12914
3,24,89,True,12915
9,77,0,True,12916
2,47,20,False,12917
2,6,43,True,12918
2,27,60,True,12919
19,364,43,True,12920
1,27,42,True,12921
1,50,45,True,12922
7,274,45,True,12923
4,32,58,True,12924
3,272,15,False,12925
2,63,25,False,12926
4,52,44,True,12927
1,3,105,False,12928
23,457,55,True,12929
2,6,22,True,12930
1,17,5,False,12931
6,68,12,True,12932
4,139,25,False,12933
1,36,73,False,12934
2,17,30,True,12935
3,132,0,False,12936
1,188,25,False,12937
44,881,45,True,12938
7,50,0,True,12939
3,44,60,True,12940
5,20,44,True,12941
10,331,24,False,12942
5,25,0,True,12943
1,107,50,False,12944
2,35,3,True,12945
21,421,60,False,12946
5,293,45,True,12947
4,40,95,False,12948
29,1056,0,True,12949
2,178,75,True,12950
1,199,0,False,12951
2,2,50,True,12952
4,48,5,False,12953
5,208,22,True,12954
4,50,0,True,12955
1,7,42,True,12956
1,1,75,True,12957
1,60,42,False,12958
1,46,43,True,12959
5,195,0,True,12960
3,119,52,False,12961
4,176,0,True,12962
10,10,50,False,12963
1,31,37,False,12964
1,8,53,True,12965
1,1,47,True,12966
3,15,20,False,12967
2,13,5,True,12968
6,136,0,False,12969
10,64,0,True,12970
4,8,25,False,12971
7,126,18,True,12972
1,2,28,True,12973
4,23,0,True,12974
1,13,44,True,12975
3,12,25,False,12976
3,679,60,False,12977
4,152,60,True,12978
6,51,50,True,12979
5,84,25,False,12980
13,119,0,True,12981
6,48,45,True,12982
2,3,3,True,12983
6,69,30,False,12984
5,45,10,True,12985
1,28,11,True,12986
3,130,7,False,12987
2,40,60,True,12988
6,110,60,True,12989
3,7,90,True,12990
1,37,45,True,12991
4,162,5,True,12992
26,41,40,True,12993
3,14,46,False,12994
16,774,30,True,12995
2,14,100,False,12996
1,8,217,True,12997
1,186,42,True,12998
6,68,60,True,12999
4,16,45,True,13000
7,29,0,False,13001
1,1,85,False,13002
2,230,30,False,13003
8,642,50,False,13004
3,23,44,True,13005
1,5,78,False,13006
8,158,0,True,13007
10,106,0,True,13008
1,19,14,True,13009
3,371,0,True,13010
20,200,0,False,13011
1,27,72,False,13012
4,17,40,True,13013
134,282,300,True,13014
2,16,65,False,13015
0,0,116,False,13016
1,1,26,True,13017
5,25,55,True,13018
6,393,0,True,13019
1,36,10,True,13020
8,1,0,False,13021
1,45,26,True,13022
4,84,120,True,13023
7,7,50,True,13024
1,5,175,False,13025
2,31,4,True,13026
1,29,45,True,13027
1,92,40,False,13028
7,129,23,True,13029
2,3,45,True,13030
1,20,33,False,13031
3,165,0,True,13032
1,138,23,False,13033
5,14,50,False,13034
2,6,20,True,13035
18,62,25,True,13036
1,246,0,False,13037
1,17,50,True,13038
2,2,25,True,13039
3,460,0,True,13040
1,118,6,False,13041
2,50,50,True,13042
23,607,26,True,13043
2,22,40,True,13044
3,151,0,True,13045
7,21,45,False,13046
9,78,0,True,13047
13,142,0,True,13048
4,6,30,False,13049
2,25,5,False,13050
1,24,100,False,13051
2,215,15,False,13052
3,154,25,False,13053
1,31,90,True,13054
1,6,129,True,13055
5,108,5,True,13056
3,0,0,False,13057
1,28,48,False,13058
1,30,7,True,13059
20,286,60,True,13060
1,33,7,True,13061
2,37,45,True,13062
11,123,0,False,13063
3,77,25,True,13064
1,1,12,True,13065
6,360,45,True,13066
2,57,90,False,13067
3,30,8,True,13068
4,39,120,True,13069
1,29,85,False,13070
11,256,0,True,13071
1,9,169,True,13072
5,5,120,False,13073
1,170,25,False,13074
5,70,21,True,13075
1,103,30,False,13076
1,13,65,True,13077
4,126,30,False,13078
11,590,0,True,13079
7,230,90,False,13080
7,38,40,True,13081
3,41,15,False,13082
2,63,25,True,13083
1,66,5,True,13084
1,57,45,False,13085
1,40,10,False,13086
1,26,36,True,13087
1,25,180,False,13088
4,66,22,False,13089
3,48,50,True,13090
6,484,0,True,13091
1,79,10,True,13092
1,49,23,False,13093
3,15,120,True,13094
31,66,22,True,13095
1,45,42,False,13096
4,103,23,False,13097
4,202,7,True,13098
2,0,0,True,13099
1,13,54,False,13100
1,4,115,False,13101
2,10,56,False,13102
7,45,45,True,13103
1,15,1650,False,13104
1,0,20,True,13105
2,55,15,True,13106
1,52,80,False,13107
2,115,120,True,13108
1,162,35,False,13109
1,13,48,True,13110
1,29,10,True,13111
7,49,60,False,13112
2,52,12,True,13113
2,18,74,True,13114
1,175,40,False,13115
13,94,30,True,13116
1,54,0,True,13117
2,208,0,True,13118
10,269,40,False,13119
5,119,45,False,13120
2,13,44,True,13121
5,2,0,True,13122
1,7,350,False,13123
15,23,0,True,13124
1,4,112,False,13125
3,18,20,True,13126
19,32,0,True,13127
7,545,6,False,13128
1,144,52,True,13129
1,6,17,True,13130
5,29,0,True,13131
2,9,90,False,13132
2,9,140,False,13133
7,69,60,False,13134
1,102,10,False,13135
2,1,40,False,13136
5,70,45,False,13137
2,52,20,True,13138
1,101,45,False,13139
1,42,60,True,13140
9,1,0,True,13141
1,34,42,False,13142
25,3,0,True,13143
75,16,180,True,13144
6,271,0,True,13145
27,10,0,True,13146
13,196,55,False,13147
1,99,10,True,13148
2,11,5,True,13149
1,10,480,True,13150
4,41,0,True,13151
2,40,21,True,13152
3,36,20,True,13153
7,25,45,True,13154
1,23,70,True,13155
2,51,12,False,13156
1,15,13,False,13157
1,16,90,True,13158
1,17,44,False,13159
2,26,66,True,13160
1,35,22,True,13161
10,104,55,False,13162
4,15,60,True,13163
1,30,56,False,13164
1,15,37,False,13165
3,26,35,False,13166
6,28,0,True,13167
1,35,5,False,13168
3,110,0,True,13169
3,42,70,True,13170
16,95,0,True,13171
1,142,30,False,13172
1,114,108,False,13173
2,12,28,True,13174
7,71,0,True,13175
4,1065,0,True,13176
1,17,27,True,13177
5,74,8,False,13178
1,14,1,False,13179
1,32,77,True,13180
4,126,45,True,13181
1,1,89,False,13182
1,36,52,False,13183
1,68,0,False,13184
14,261,30,False,13185
1,1,46,False,13186
2,18,47,True,13187
4,160,12,False,13188
1,98,35,False,13189
1,119,0,True,13190
1,75,7,False,13191
1,1,56,False,13192
1,16,19,True,13193
6,209,50,True,13194
1,34,41,False,13195
4,10,0,False,13196
4,152,25,True,13197
1,6,95,False,13198
3,54,90,True,13199
1,3,19,True,13200
16,212,45,True,13201
3,1,60,False,13202
1,5,180,True,13203
1,7,70,True,13204
1,161,60,False,13205
1,1,188,False,13206
2,28,20,True,13207
1,55,40,True,13208
17,301,0,True,13209
1,26,33,False,13210
3,115,25,False,13211
2,22,35,True,13212
16,86,0,False,13213
2,17,20,True,13214
3,47,43,True,13215
1,234,0,True,13216
1,425,10,True,13217
1,5,3,False,13218
1,30,120,True,13219
1,123,35,False,13220
1,21,130,False,13221
3,31,44,True,13222
3,38,20,True,13223
5,69,47,True,13224
14,750,35,True,13225
1,443,0,True,13226
6,14,90,False,13227
3,31,27,True,13228
1,3,11,False,13229
2,12,10,False,13230
1,9,140,False,13231
3,80,7,True,13232
8,108,48,True,13233
1,14,22,True,13234
1,101,60,False,13235
1,15,21,True,13236
6,81,32,False,13237
5,172,0,True,13238
5,128,0,False,13239
1,13,26,True,13240
1,6,39,True,13241
2,36,24,True,13242
1,2,11,False,13243
5,132,0,True,13244
7,141,30,False,13245
2,12,32,True,13246
7,200,10,True,13247
1,47,21,False,13248
2,85,28,False,13249
8,92,0,True,13250
1,2,100,True,13251
1,15,43,True,13252
18,131,60,True,13253
3,37,27,False,13254
16,129,30,True,13255
2,8,46,True,13256
8,12,0,True,13257
2,13,40,True,13258
0,0,23,False,13259
6,140,20,True,13260
1,7,9,False,13261
2,44,48,False,13262
4,11,0,True,13263
3,35,42,True,13264
15,727,30,False,13265
5,57,45,False,13266
8,120,30,False,13267
2,80,30,False,13268
2,39,60,True,13269
5,30,24,True,13270
8,64,85,True,13271
4,24,0,True,13272
1,50,1,False,13273
3,118,0,True,13274
4,192,45,False,13275
1,24,34,False,13276
3,114,45,True,13277
4,68,0,True,13278
6,28,45,True,13279
1,320,30,True,13280
3,18,40,True,13281
2,16,75,False,13282
1,354,0,False,13283
1,118,25,True,13284
7,79,30,True,13285
3,21,25,False,13286
1,15,4,False,13287
3,15,80,True,13288
1,32,46,True,13289
4,104,0,False,13290
1,7,254,True,13291
10,27,0,False,13292
4,333,0,True,13293
11,27,40,True,13294
6,39,30,True,13295
10,122,0,True,13296
1,131,60,False,13297
1,233,40,False,13298
2,45,30,False,13299
1,51,69,True,13300
10,58,0,True,13301
1,60,34,False,13302
1,4,51,True,13303
2,40,67,False,13304
1,97,35,False,13305
5,29,60,False,13306
6,71,15,True,13307
19,2497,45,False,13308
3,26,120,False,13309
2,72,0,False,13310
3,20,15,True,13311
0,0,1,False,13312
1,26,8,False,13313
4,98,24,True,13314
1,52,15,True,13315
3,2,30,False,13316
7,58,20,False,13317
5,169,90,False,13318
7,1,25,False,13319
0,0,220,False,13320
1,110,60,False,13321
10,73,60,True,13322
1,11,5,True,13323
2,83,0,True,13324
3,594,125,True,13325
11,36,90,False,13326
1,32,11,True,13327
14,669,30,False,13328
1,22,79,False,13329
6,180,0,True,13330
1,19,3,False,13331
6,1050,0,False,13332
7,188,120,True,13333
1,101,11,True,13334
3,40,30,True,13335
6,114,35,False,13336
1,16,11,False,13337
11,373,45,False,13338
2,22,100,True,13339
1,15,41,True,13340
1,119,0,False,13341
1,11,60,True,13342
1,7,12,False,13343
10,117,6,True,13344
0,0,48,False,13345
11,22,0,True,13346
22,24,0,True,13347
4,16,40,False,13348
9,52,37,True,13349
1,9,52,False,13350
1,11,371,False,13351
12,48,0,True,13352
1,8,12,True,13353
3,13,50,True,13354
1,18,42,True,13355
1,30,43,True,13356
10,113,30,True,13357
5,43,10,False,13358
3,26,8,False,13359
12,176,90,True,13360
4,4,60,True,13361
6,60,55,True,13362
1,14,44,True,13363
1,51,23,False,13364
6,38,0,True,13365
3,10,30,False,13366
1,33,49,False,13367
3,38,5,True,13368
16,17,60,True,13369
8,8,0,False,13370
1,38,43,False,13371
1,12,346,False,13372
1,1,29,True,13373
1,45,13,False,13374
1,1,55,False,13375
1,144,24,False,13376
8,30,0,False,13377
15,133,44,True,13378
4,38,40,True,13379
2,27,2,False,13380
7,29,10,True,13381
2,31,22,False,13382
4,30,59,False,13383
2,11,20,False,13384
33,349,45,True,13385
1,33,1,False,13386
8,2,0,True,13387
3,136,13,False,13388
3,63,90,True,13389
6,125,23,True,13390
3,283,30,False,13391
3,27,22,True,13392
2,37,105,False,13393
1,72,45,False,13394
12,427,30,False,13395
1,2,46,True,13396
10,3,60,False,13397
5,65,40,True,13398
14,138,0,True,13399
1,43,42,False,13400
5,343,15,False,13401
9,64,0,True,13402
3,106,90,False,13403
1,5,464,False,13404
13,291,0,False,13405
1,9,3,False,13406
2,78,8,False,13407
1,5,28,True,13408
1,40,2,True,13409
1,54,60,True,13410
1,586,22,True,13411
2,48,5,True,13412
11,233,0,False,13413
1,2,112,False,13414
2,13,90,True,13415
5,396,22,True,13416
2,17,21,True,13417
1,41,45,True,13418
2,25,60,True,13419
2,105,0,False,13420
5,188,30,False,13421
2,90,30,False,13422
10,59,75,True,13423
1,30,1350,False,13424
0,0,480,False,13425
4,91,3,True,13426
7,48,0,True,13427
1,111,60,False,13428
3,126,70,True,13429
4,45,12,True,13430
1,1,63,True,13431
1,108,30,True,13432
3,34,0,False,13433
1,3,46,True,13434
1,4,150,False,13435
10,51,45,True,13436
18,872,13,True,13437
1,24,2,True,13438
0,0,190,False,13439
1,25,48,False,13440
1,108,0,True,13441
2,52,13,False,13442
4,86,45,True,13443
1,10,31,True,13444
1,88,77,False,13445
6,158,22,True,13446
1,21,2,False,13447
3,102,0,True,13448
5,54,30,False,13449
1,59,42,False,13450
6,5,6,True,13451
1,49,60,True,13452
6,95,30,False,13453
1,8,31,True,13454
1,22,55,True,13455
1,13,40,True,13456
1,51,12,True,13457
2,102,0,False,13458
7,249,60,True,13459
1,191,40,False,13460
2,410,125,False,13461
1,114,120,False,13462
1,42,25,True,13463
1,134,24,False,13464
2,3,58,False,13465
2,33,10,False,13466
3,107,0,True,13467
8,174,47,False,13468
2,1,30,True,13469
5,39,0,False,13470
1,10,3,True,13471
1,104,40,False,13472
3,159,2,False,13473
18,554,35,False,13474
1,10,80,False,13475
27,27,60,False,13476
1,75,0,True,13477
1,84,25,True,13478
2,30,140,True,13479
7,79,42,True,13480
5,19,0,True,13481
44,13,0,True,13482
2,3,40,True,13483
1,24,7,False,13484
5,45,25,True,13485
1,1,123,False,13486
1,1,2,False,13487
2,27,20,False,13488
1,38,1,False,13489
10,253,0,True,13490
3,48,32,False,13491
6,16,90,False,13492
12,42,0,False,13493
2,31,11,True,13494
1,70,39,False,13495
47,752,0,True,13496
6,79,60,True,13497
1,52,24,True,13498
8,287,75,True,13499
3,37,120,True,13500
5,28,60,False,13501
4,130,0,True,13502
1,5,13,True,13503
5,22,45,False,13504
12,33,0,True,13505
3,6,0,True,13506
1,3,1,True,13507
4,160,0,True,13508
5,19,35,False,13509
3,52,5,True,13510
1,16,515,False,13511
2,63,60,False,13512
1,42,48,False,13513
8,43,0,True,13514
3,24,15,True,13515
1,185,42,False,13516
18,141,75,True,13517
2,9,49,True,13518
9,9,50,False,13519
4,44,90,True,13520
3,473,90,False,13521
25,134,45,True,13522
1,966,0,False,13523
2,22,80,True,13524
6,57,0,False,13525
6,6,0,False,13526
10,303,30,False,13527
16,126,0,True,13528
2,22,9,True,13529
2,44,2,True,13530
5,17,0,True,13531
6,144,60,False,13532
15,63,0,True,13533
2,10,26,True,13534
8,15,0,True,13535
1,48,95,False,13536
1,24,30,True,13537
1,65,40,True,13538
4,62,50,False,13539
2,4,100,False,13540
9,1,60,True,13541
13,35,0,True,13542
5,7,0,True,13543
1,136,0,False,13544
2,60,71,False,13545
1,3,70,True,13546
8,120,23,True,13547
25,627,53,True,13548
3,7,0,True,13549
7,53,60,False,13550
1,2,35,False,13551
3,39,4,False,13552
2,20,46,True,13553
8,149,23,True,13554
2,21,12,True,13555
7,64,110,True,13556
6,74,60,False,13557
9,108,30,False,13558
3,78,13,False,13559
2,9,5,False,13560
5,44,23,True,13561
3,16,24,True,13562
2,6,50,False,13563
2,12,4,False,13564
1,7,75,True,13565
1,169,46,False,13566
2,2,240,False,13567
10,179,0,True,13568
2,11,89,True,13569
1,38,42,False,13570
23,804,60,True,13571
1,10,1200,False,13572
5,162,0,True,13573
1,53,13,False,13574
10,121,45,False,13575
2,324,15,False,13576
1,64,22,True,13577
1,107,45,False,13578
4,50,3,True,13579
6,41,0,True,13580
7,321,30,False,13581
3,19,50,True,13582
4,75,90,False,13583
8,51,0,True,13584
4,33,10,True,13585
9,205,0,True,13586
1,33,38,False,13587
1,2,51,True,13588
10,282,90,True,13589
5,624,300,True,13590
4,52,59,True,13591
5,255,60,False,13592
2,3,70,True,13593
14,90,30,True,13594
1,39,45,True,13595
15,114,30,False,13596
2,141,30,False,13597
26,900,40,True,13598
1,5,146,False,13599
15,113,0,True,13600
2,2,193,True,13601
1,11,180,True,13602
5,51,60,True,13603
3,82,30,False,13604
1,101,3,False,13605
1,61,50,True,13606
12,390,30,True,13607
4,13,0,False,13608
4,45,85,True,13609
1,2,27,True,13610
2,88,60,False,13611
2,55,0,True,13612
1,139,80,True,13613
3,26,100,True,13614
6,17,45,True,13615
1,30,44,True,13616
4,247,0,True,13617
17,167,55,True,13618
3,17,55,True,13619
3,64,2,True,13620
3,79,0,True,13621
1,10,178,False,13622
5,92,90,False,13623
2,14,65,True,13624
5,5,60,True,13625
3,20,0,False,13626
2,53,0,True,13627
18,111,50,True,13628
10,357,0,True,13629
4,112,15,False,13630
11,32,23,False,13631
11,286,30,False,13632
3,5,10,True,13633
1,4,103,False,13634
5,38,15,False,13635
3,20,22,True,13636
1,9,8,True,13637
3,45,20,False,13638
4,16,150,True,13639
2,7,15,False,13640
2,31,20,False,13641
1,8,19,True,13642
1,28,45,True,13643
2,21,33,False,13644
3,77,11,False,13645
1,33,47,False,13646
19,61,60,True,13647
4,109,80,True,13648
2,27,70,False,13649
1,3,75,True,13650
1,3,175,False,13651
13,39,0,True,13652
1,11,33,False,13653
2,132,0,False,13654
1,24,44,False,13655
1,16,96,True,13656
4,55,26,True,13657
1,39,13,False,13658
6,156,60,False,13659
1,51,11,True,13660
2,6,90,True,13661
2,104,20,False,13662
24,65,120,True,13663
4,12,30,True,13664
1,1,39,False,13665
7,136,25,False,13666
1,15,30,True,13667
1,26,7,True,13668
2,117,7,True,13669
2,18,52,False,13670
1,5,65,False,13671
1,14,2,False,13672
1,4,232,False,13673
1,6,68,False,13674
3,80,45,False,13675
1,78,10,True,13676
6,82,22,True,13677
0,0,22,True,13678
2,2,15,True,13679
0,0,33,False,13680
1,69,50,False,13681
1,78,0,True,13682
2,354,30,False,13683
1,25,10,False,13684
2,18,21,True,13685
5,240,30,False,13686
2,38,56,False,13687
6,178,20,False,13688
1,3,135,True,13689
11,63,0,True,13690
16,70,0,True,13691
11,23,0,True,13692
5,77,0,True,13693
1,35,40,True,13694
1,1,135,False,13695
5,33,100,True,13696
1,15,75,False,13697
13,372,0,True,13698
1,5,150,False,13699
1,40,14,False,13700
8,93,105,False,13701
1,240,45,False,13702
1,1,41,True,13703
1,30,54,False,13704
1,162,45,True,13705
3,71,0,True,13706
1,7,3,False,13707
1,11,13,True,13708
16,480,30,True,13709
7,1,30,True,13710
5,46,0,True,13711
15,195,0,True,13712
1,3,63,True,13713
3,1,0,False,13714
1,5,3,True,13715
1,6,61,True,13716
1,3,153,False,13717
1,8,2698,False,13718
1,19,45,True,13719
5,20,0,True,13720
3,4,0,False,13721
6,9,90,False,13722
2,8,180,True,13723
3,335,0,True,13724
1,19,48,True,13725
4,54,0,True,13726
1,8,9,True,13727
11,38,45,False,13728
2,17,40,True,13729
16,221,50,False,13730
1,3,175,True,13731
1,7,152,False,13732
1,24,12,True,13733
4,57,26,True,13734
3,38,0,False,13735
3,343,0,False,13736
6,123,0,True,13737
1,5,48,True,13738
1,22,8,False,13739
1,162,25,False,13740
1,1,76,False,13741
2,404,0,False,13742
4,41,5,False,13743
2,52,27,False,13744
2,105,11,True,13745
3,90,0,True,13746
20,561,30,True,13747
1,40,46,False,13748
5,63,60,False,13749
1,20,52,False,13750
3,45,0,True,13751
1,27,50,False,13752
19,72,23,False,13753
46,45,120,True,13754
2,8,21,True,13755
1,3,234,False,13756
7,156,0,True,13757
1,52,50,True,13758
2,45,60,True,13759
3,76,0,True,13760
4,78,0,True,13761
1,23,25,True,13762
4,51,25,True,13763
19,217,25,False,13764
4,16,0,False,13765
3,148,0,True,13766
1,24,85,False,13767
12,392,13,True,13768
4,5,60,True,13769
0,0,58,False,13770
2,24,9,True,13771
4,125,0,True,13772
22,23,60,True,13773
11,90,240,False,13774
1,158,0,False,13775
2,36,30,True,13776
3,50,43,True,13777
1,6,7,True,13778
1,3,28,True,13779
4,762,0,True,13780
1,2,53,True,13781
1,173,32,False,13782
2,1,95,True,13783
3,24,35,False,13784
1,28,110,False,13785
4,170,21,True,13786
1,8,216,False,13787
2,14,43,False,13788
2,17,26,False,13789
1,98,60,True,13790
1,12,73,False,13791
2,60,28,False,13792
1,41,0,True,13793
11,30,4,False,13794
19,37,45,True,13795
1,85,30,True,13796
1,150,10,False,13797
9,104,90,True,13798
1,57,23,False,13799
9,77,60,True,13800
1,26,20,True,13801
1,16,20,True,13802
4,4,0,True,13803
1,15,12,True,13804
1,58,120,True,13805
1,43,55,False,13806
12,198,30,True,13807
1,10,143,False,13808
23,414,60,False,13809
2,96,0,False,13810
1,50,35,True,13811
2,66,24,False,13812
2,80,8,True,13813
12,212,60,True,13814
7,77,45,True,13815
1,4,53,True,13816
2,34,48,False,13817
2,13,7,False,13818
22,326,45,False,13819
5,21,20,False,13820
2,10,44,False,13821
3,61,44,True,13822
1,5,38,False,13823
1,34,40,True,13824
1,27,29,False,13825
1,82,26,False,13826
50,92,0,True,13827
1,9,35,True,13828
1,85,90,False,13829
1,8,152,True,13830
3,31,0,False,13831
8,113,30,True,13832
1,11,10,True,13833
18,283,30,True,13834
1,3,73,False,13835
1,5,130,True,13836
3,60,22,True,13837
3,41,45,True,13838
4,58,30,False,13839
1,18,18,False,13840
3,16,720,False,13841
7,34,0,False,13842
1,3,109,False,13843
13,90,45,True,13844
6,140,0,True,13845
4,302,45,True,13846
3,21,0,False,13847
54,66,60,True,13848
15,195,30,False,13849
11,64,30,True,13850
2,495,54,True,13851
1,40,36,False,13852
1,204,29,False,13853
7,175,0,True,13854
1,6,465,False,13855
52,210,43,True,13856
1,22,130,False,13857
1,6,423,False,13858
1,12,5,True,13859
1,17,10,True,13860
3,588,60,False,13861
1,28,16,False,13862
9,115,28,True,13863
1,46,1150,False,13864
5,23,43,True,13865
3,8,30,True,13866
2,6,301,True,13867
4,42,70,False,13868
8,106,0,True,13869
5,71,120,True,13870
1,71,10,True,13871
20,280,21,True,13872
8,49,0,True,13873
9,60,60,True,13874
2,71,0,False,13875
3,14,67,True,13876
2,43,120,True,13877
2,26,15,False,13878
4,52,7,True,13879
5,144,23,False,13880
6,47,0,False,13881
4,43,0,True,13882
2,71,100,False,13883
1,1,150,False,13884
8,62,45,True,13885
6,203,30,True,13886
5,93,0,True,13887
27,345,30,False,13888
6,54,20,True,13889
1,30,1440,False,13890
24,66,25,True,13891
1,4,19,True,13892
4,62,60,False,13893
2,32,50,True,13894
3,34,60,True,13895
2,42,50,False,13896
1,98,40,False,13897
8,128,30,True,13898
1,10,100,False,13899
12,94,45,True,13900
7,219,170,True,13901
0,0,52,False,13902
9,45,25,True,13903
1,2,1,True,13904
3,110,30,True,13905
1,2,104,True,13906
2,62,110,True,13907
6,43,90,True,13908
10,212,60,True,13909
1,107,60,False,13910
1,1,300,False,13911
4,91,22,True,13912
6,11,0,True,13913
1,112,30,False,13914
8,2,30,False,13915
5,163,0,True,13916
1,24,26,True,13917
2,91,60,False,13918
4,50,40,True,13919
3,38,30,False,13920
6,40,29,True,13921
4,72,0,True,13922
1,3,420,False,13923
1,10,115,False,13924
1,14,110,False,13925
16,485,0,False,13926
8,758,0,True,13927
1,141,40,False,13928
1,24,47,False,13929
2,25,30,True,13930
6,55,30,False,13931
1,7,20,True,13932
15,3318,20,False,13933
2,60,50,True,13934
3,30,40,True,13935
6,216,28,False,13936
6,50,50,False,13937
5,34,44,True,13938
5,65,29,False,13939
4,55,0,True,13940
1,3,18,True,13941
13,190,79,True,13942
6,106,105,False,13943
6,215,27,True,13944
14,14,0,True,13945
1,30,1200,True,13946
2,27,40,True,13947
2,4,16,False,13948
1,17,35,False,13949
4,24,50,False,13950
4,46,3,True,13951
16,79,5,False,13952
2,50,5,False,13953
4,45,97,True,13954
0,0,128,False,13955
2,7,90,True,13956
3,65,30,True,13957
2,25,120,False,13958
2,45,2,False,13959
4,26,136,True,13960
5,108,30,False,13961
1,0,90,False,13962
5,25,90,True,13963
6,45,50,False,13964
13,116,0,True,13965
4,34,90,False,13966
6,46,100,False,13967
1,145,44,False,13968
2,78,5,False,13969
1,7,159,False,13970
9,65,60,False,13971
3,113,0,True,13972
14,28,0,True,13973
1,3,196,False,13974
4,121,0,False,13975
3,19,44,False,13976
1,1,41,False,13977
1,3,120,True,13978
5,52,44,True,13979
1,11,111,False,13980
6,30,0,True,13981
1,28,58,False,13982
